Time,Condition,Tre,Te,Tsk,Met,Eva
80,B-FIG.4,36.9216931216931,36.447619047619,35.4095744680851,34.88,8.80000000000001
85,B-FIG.4,36.8878306878306,36.5322751322751,35.8085106382978,36.64,11.2
90,B-FIG.4,36.837037037037,36.6126984126984,36.031914893617,36.1599999999999,17.76
95,B-FIG.4,36.837037037037,36.684656084656,36.1436170212765,37.1199999999999,28.32
100,B-FIG.4,36.8455026455026,36.7481481481481,36.1117021276595,,39.52
105,B-FIG.4,36.8412698412698,36.7777777777777,36.1595744680851,37.7599999999999,39.52
110,B-FIG.4,36.8328042328042,36.8243386243386,36.2074468085106,37.92,48.7999999999999
115,B-FIG.4,36.8328042328042,36.7904761904761,36.2553191489361,37.7599999999999,53.92
120,B-FIG.4,36.8455026455026,36.8285714285714,36.2074468085106,38.4,64.9599999999999
125,B-FIG.4,36.858201058201,36.8497354497354,36.1595744680851,39.04,67.04
